Latin;English;References;English Latin Pair Matches;Misspelling
Repraesentative;Representatively;;TRUE;
Repraesentativus;Representative;;TRUE;
Reprehendere;Reprove;;;
Repressio;Repression;;TRUE;
Reprimere;Repress;;;
Reprobare;Reprobate; T. 384.;;
Reprobatio;Reprobation;;;
Reproducere;Reproduce;;TRUE;
Reproductio;Reproduction;;TRUE;
Reptare;Creep;;TRUE;
Repudiare;Repudiate;;TRUE;
Repudiata;Divorced woman; A. 10109:4. E. 555:5.;;
Repugnantia;Repugnance;;TRUE;
Repugnare;Repugnant, To be;;TRUE;
Reputare;Reckon;;TRUE;
Reputatio;Reckoning, A;;;
Requies;Rest;;;
Requiescere;Rest, To;;;
Requirere;Require;;;
Requisitus;Requisite;;TRUE;
Res;Thing;;TRUE;
Resarcire;Mend;;TRUE;
Rescire;Aware, To be; T. 22.;;
Resen;Resen;;TRUE;
Reservare;Reserve, To;;;
Reservatio;Reservation;;TRUE;
Residere;Reside;;TRUE;
Residere;Subside;;TRUE;
Residnus;What is left (see Residue); T. 132.;;TRUE
Residuum;Residue;;TRUE;
Resilire;Rebound, To; T. 136:3. 642. 683.;;
Resina;Resin; A. 3263e.;TRUE;
Resipiscentia;Repentance;;TRUE;
Resipiscere;Repent;;TRUE;
Resistentia;Resistance;;TRUE;
Resistere;Resist;;TRUE;
Resolutio;Resolution; (loosing). M. 253:2.;TRUE;
Resolvere;Loose, To;;;
Resonare;Resound;;TRUE;
Respective;Relatively; H. 126.;TRUE;
Respectivus;Relative;;;
Respectus;Respect;;TRUE;
Respicere;Look back;;TRUE;
Respirare;Breathe;;TRUE;
Respiratio;Breathing;;;
Respondere;Answer, To;;;
Responsum;Answer, An;;;
Respublica;Commonwealth; A. 6207. T. 55. 429.;TRUE;
Respuere;Spurn;;TRUE;
Restaurare;Restore;;TRUE;
Restauratio;Restoration;;TRUE;
Restituere;Restore;;TRUE;
Restitutio;Restoration;;;
Restrictio;Restriction;;;
Resultare;Result, To;;;
Resupinare;Ruin, To;;;
Resurgere;Rise again (see Resurrection);;;
Resurrectio;Resurrection;;TRUE;
Resuscitabilis;Resuscitable; M. 466:2;TRUE;
Resuscitare;Resuscitate;;TRUE;
Resuscitatio;Resuscitation;;TRUE;
Retardare;Hinder, To;;;
Retardatio;Hindering, A;;TRUE;
Rete;Net, A;;;
Retegere;Open, To;;TRUE;
Reticere;Reticent, To be;;;
Reticularis;Reticular (see Net);;;
Reticulum;Caul;;TRUE;
Retinere;Retain; R. 875:3. (detain). T. 797:3.;TRUE;
Retorquere;Retort, To; T. 404e.;TRUE;
Retorsio;Retorsion;;TRUE;
Retortus;Retort, A;;;
Retractio;Drawing back, A; A. 7481. M. 208:4. E. 706:16.;;
Retribuere;Recompense, To;;TRUE;
Retributio;Recompense;;TRUE;
Retributor;Recompenser;;TRUE;
Retro;Backwards; T. 850.;TRUE;
Retrogradus;Retrograde;;TRUE;
Retrorsum;Backwards;;;
Retrospicere;Look back;;TRUE;
Reu;Reu;;TRUE;
Reul;Reuel;;TRUE;TRUE
Reumah;Rumah;;TRUE;
Reunitio;Reunition; M. 56:4. 157.;TRUE;
Reus;Guilty;;TRUE;
Revelare;Reveal;;TRUE;
Revelatio;Revelation;;TRUE;
Revelator;Revealer;;TRUE;
Reverberatio;Reverberation;;TRUE;
Reverenter;Reverently;;TRUE;
Reverentia;Reverence;;TRUE;
Revereri;Revere;;;
Reverti;Return, To;;;
Reverus;Truly;;TRUE;TRUE
Revisio;Revision;;TRUE;
Revivere;Revive;;TRUE;
Revocare;Recall, To;;;
Revocatio;Recalling, A;;;
Revolutio;Revolution;;;
Revolvere;Revolve; T. 393:2.;;
Rex;King; T. 57:2. 838:2.;TRUE;
Rezin;Rezin;;TRUE;
Rhamnus;Bramble;;;
Rheda;Carriage; D. 297.;TRUE;
Rheumatismus;Rheumatism;;TRUE;
Rhombus;Rhomb;;;
Rhoncus;Snorting, A;;;
Rhydelius;Rhydelius;;;
Rhythmicus;Rhythmical;;;
Rhythmus;Rhythm;;;
Ribbing;Ribbing;;;
Richelieu;Richelieu;;TRUE;
Rictus;Gape;;TRUE;
Ridere;Laugh, To; T. 505e.;;
Ridiculosus, Ridiculus;Ridiculous;;;
Rigidus;Rigid;;TRUE;
Rima;Chink;;;
Rimare;Examine; M. 461:3.;;
Rimator;Examiner;;TRUE;
Rimosus;Chinks, Full of;;;
Ripa;Bank;;TRUE;
Riphath;Riphath;;TRUE;
Risus;Laughter;;TRUE;
Rite;Rightly; M. 174. T. 116:4. 403. 564:2.;TRUE;
Ritualis;Ritual;;TRUE;
Ritus;Rite;;;
Rivus;Brook; D. 1063:2. E.336:8. 405:7.;;
Rixa;Quarrel, A;;;
Rixari;Quarrel, To;;;
Rixator;Quareller;;;TRUE
Robur;Elm;;TRUE;
Robur;Strength;;;
Robustus;Strong (see Strength);;;
Rogare;Ask;;TRUE;
Rogus;Pile; A. 643e.;TRUE;
Roma;Rome;;TRUE;
Romanus Catholicus;Roman Catholic;;TRUE;
Romanus;Roman;;TRUE;
Romphaea;Sword;;TRUE;
Ros;Dew;;TRUE;
Rosa;Rose;;TRUE;
Rosarium;Rosary;;TRUE;
Rosenadler;Rosenadler;;TRUE;
Rosenstolpe;Rosenstolpe;;TRUE;
Rosetum;Rosebed;;TRUE;
Rostrum;Trunk;;TRUE;
Rota;Wheel; T. 797e.;TRUE;
Rotare;Rotate;;;
Rotundus;Round;;TRUE;
Rubedo;Redness;;;
Ruben;Reuben;;;
Rubeniti;Reubenites;;TRUE;TRUE
Ruber;Red;;TRUE;
Rubere;Red, To be;;TRUE;
Rubescere;Blush, To;;;
Rubeus;Red;;;
Rubicundus;Red;;;
Rubigo;Mildew;;;
Rubinus;Ruby;;;
Rubor;Redness; T. 367:7.;;
Rubus;Bramble;;TRUE;
Rudbeck;Rudbeck;;TRUE;
Rudberg;Rudberg;;TRUE;
Rudera;Ruins;;TRUE;
Rudimentum;Rudiment;;TRUE;
Rudis;Rude;;TRUE;
Ruditas;Ignorance (see Rude);;;
Ruere;Rush, To;;;
Rufus;Red;;;
Rugire;Roar, To;;;
Rugitus;Roaring, A;;TRUE;
Ruina;Ruin, A;;;
Rumen;Gullet;;TRUE;
Ruminari;Ruminate;;TRUE;
Ruminatorius;Ruminatory;;TRUE;
Rumor;Rumour;;TRUE;
Rumpere;Break, To;;;
Rupes;Rock;;;
Ruptura;Breach;;TRUE;
Russia;Russia;;TRUE;
Russicus, Russus;Russian;;;
Rustice;Rustically;;TRUE;
Rusticus;Rustic;;TRUE;
Rutilare;Sparkle;;TRUE;
Rutilatio;Sparkling, A;;TRUE;
Rutilus;Glittering (see Sparkle);;;
Rutrum;Spade;;;
Sabaei;Sabeans;;;
Sabbatharius;Sabbatical;;TRUE;
Sabbathum;Sabbath;;TRUE;
Sabtha;Sabta;;;TRUE
Sabtheka;Saliteka;;;TRUE
Saccharinus;Saccharine; M. 14:2.;TRUE;
Saccharum;Sugar;;TRUE;
Saccus;Pocket; Sack. Sackcloth.;;
Sacer;Holy; T. 701:4. D. 1353.;TRUE;
Sacerdos magnus, maximus, princeps;Chief priest (see High priest);;;
Sacerdos summus;High priest; A. 4281:3. M. 266. T. 661:13.;;
Sacerdos;Priest;;TRUE;
Sacerdotalis;Sacerdotal (see Priest);;;
Sacerdotium;Priesthood;;TRUE;
Sacharia;Zechariah;;;
Sacra coena;Holy supper;;;
Sacramentum;Sacrament;;TRUE;
Sacrare;Consecrate;;;
Sacrarium;Sacrarium;;TRUE;
Sacrificare;Sacrifice, To;;;
Sacrificatio;Sacrification;;TRUE;
Sacrificium;Sacrifice;;;
Sacrilegium;Sacrilege;;;
Sacrimonium;Sacrimony;;TRUE;
Sacrosanctus;Sacrilege;;;
Sadducaei;Sadducees;;TRUE;
Saecularis;Secular;;TRUE;
Saeculum argenteum;Silver age;;;
Saeculum;Age; D.Min. 4736. E. 16. 289. 732e.;TRUE;
Saevire;Fierce, To be;;TRUE;
Saevitia;Fierceness;;TRUE;
Saevus;Fierce;;TRUE;
Sagacitas;Sagacity;;TRUE;
Sagax;Sagacious; H.212.;TRUE;
Sagena;Net, A;;;
Saginarius, Saginatus;Fatted;;;
Sagitta;Arrow; R. 299e.;TRUE;
Sagittarius;Archer;;TRUE;
Sal;Salt; A. 9207:6.;TRUE;
Salacia;Salaciousness;;TRUE;
Salarium;Salary;;TRUE;
Salire;Leap, To; T. 814.;;
Salire;Salt, To;;;
Saliva;Saliva;;TRUE;
Salivalis;Salivary;;TRUE;
Salix;Willow;;TRUE;
Salomon;Solomon;;;TRUE
Salsedo;Saltness;;;
Salsuginosus;Salty;;;
Salsugo;Saltness;;;
Salsus;Salt;;;
Saltare;Dance, To;;;
Saltatio;Dancing;;;
Saltator;Dancer;;TRUE;
Saltitare;Dance, To;;;
Salubris;Wholesome (see Salvation - salus);;;
Salum;Sea;;;
Salus;Salvation;;;
Salutare;Salute, To;;;
Salutaris;Saving (see Salvation - salus); T. 564.;;
Salutatio;Salutation;;TRUE;
Salvare;Save (see Salvation - salvatio);;;
Salvatio;Salvation;;TRUE;
Salvator;Saviour (see Salvation - salvatio);;;
Salvificus;Saving (see Salvation salvatio);;;
Salvus;Safe;;TRUE;
Samaria;Samaria;;TRUE;
Samarita;Samaritan, A;;TRUE;
Samaritis;Samaritan;;TRUE;
Samuel;Samuel;;TRUE;
Sanare;Heal;;TRUE;
Sanatio;Healing;;TRUE;
Sanator;Healer;;TRUE;
Sancherib;Sennacherib;;TRUE;TRUE
Sancire;Decree, To;;;
Sancta coena;Holy supper;;;
Sancte;Holily;;TRUE;
Sanctificare;Sanctify;;TRUE;
Sanctitas;Holiness;;TRUE;
Sanctificatio;Sanctification;;TRUE;
Sanctuarium;Sanctuary;;TRUE;
Sanctus;Holy;;;
Sane;Healthily; (sanely). R.675. (surely). T.137:12. 503:2.;TRUE;
Sanguineus;Bloody;;TRUE;
Sanguis;Blood; D. 1033. E. 295:13. 304:35. 315:18. 328. 405:46. 700:21. 918:8. 1202.;TRUE;
Sanguisuga;Leech;;TRUE;
Sanies;Matter; T. 367:5. D. 4381.;TRUE;
Sanitas;Health;;TRUE;
Santalus;Lign aloe;;TRUE;
Santorianus;Santorian;;;
Sanus;Healthy; - Sound.;TRUE;
Sapere;Wise, To be; - Relish, To.;;
Sapidus;Savoury (see Relish); H. 402.;;
Sapiens;Wise;;TRUE;
Sapienter;Wisely;;;
Sapientia;Wisdom;;TRUE;
Sapo;Soap; T. 673e.;TRUE;
Sapor;Relish;;TRUE;
Sapphirinus;Sapphirine;;TRUE;
Sapphirus;Sapphire;;TRUE;
Sarah;Sarah;;TRUE;
Sarai;Sarai;;TRUE;
Sarcina;Burden, A;;;
Sarculum;Hoe, A;;TRUE;
Sardes;Sardis;;TRUE;
Sardius;Sardius;;TRUE;
Sardonyches;Sardonyx (see Onyx); T. 192.;;
Sarepta;Sarepta;;TRUE;
Sarrire;Hoe, To;;TRUE;TRUE
Sartago;Pan;;TRUE;
Sata;Crop, A;;;
Satagere;Busy themselves; A. 6435. 7746e. T. 165:2. E. 862. D.Wis. iii 3:3.;TRUE;
Satanas;Satan;;TRUE;
Satanicus;Satanic;;TRUE;
Satelles;Guard, A;;;
Satellitium;Escort (see Guard - satelles);;;
Satiare;Satisfy;;;
Satietas;Satiety (see Satisfy);;;
Satis;Enough;;TRUE;
Satisfacere;Satisfy;;TRUE;
Satisfactio;Satisfaction;;TRUE;
Satum;Measure, A;;;
Satur;Full;;TRUE;
Saturare;Satisfy;;;
Saturitas;Fulness; - Satiety.;TRUE;
Saturninus;Saturnian;;TRUE;
Saturnus;Saturn;;;
Satyriacus;Satyric;;TRUE;
Satyriasis;Satyriasis;;TRUE;
Satyrus;Satyr;;TRUE;
Sauciare;Wound, To;;TRUE;
Saucium;Wound, A;;;
Saul;Saul;;;
Saxeus;Rocky;;;
Saxonia;Saxony; T. 112:2.;TRUE;
Saxum;Rock, A;;;
Scabellum;Footstool;;TRUE;
Scaber;Rugged;;TRUE;
Scabies;Scab;;TRUE;
Scala;Ladder;;TRUE;
Scala;Scale;;;
Scalprum;Point, A;;;
Scamnum;Bench;;;
Scandalizare;Scandalize;;TRUE;
Scandalizatio;Scandalization;;TRUE;
Scandalum;Scandal, Stumbling block;;;
Scandere;Climb; A. 7375.;TRUE;
Scapula;Shoulder blade;;TRUE;
Scapuleja (a spiritual word);Scapuleja;;TRUE;
Scapus;Shaft;;TRUE;
Scatere, Scaturire;Spring, To;;;
Scaturigo;Spring, A;;;
Scelerati;Wicked, The;;TRUE;
Scelestus;Wicked;;;
Sceleton;Skeleton;;TRUE;
Scelus;Wickedness;;TRUE;
Scena;Scene;;TRUE;
Scepticus;Sceptic;;TRUE;
Sceptrum;Sceptre;;TRUE;
Schaddai;Shaddai;;TRUE;
Schalem;Salem;;TRUE;
Schammah;Shammah;;;TRUE
Scharon;Sharon;;TRUE;
Schaul;Saul;;;
Schaul;Shaul;;TRUE;
Schaveh;Shaveh;;TRUE;TRUE
Scheba;Sheba;;TRUE;
Schechem;Shechem;;TRUE;TRUE
Schedula;Leaflet;;TRUE;
Schelach;Shelah;;TRUE;TRUE
Schelah;Shelah;;TRUE;
Schelemon;Solomon;;;TRUE
Schem, Schemus;Shem;;;
Schema;Outline;;TRUE;
Schemeber;Shemeber;;TRUE;TRUE
Scheth;Seth;;TRUE;TRUE
Schibba;Shibah;;TRUE;TRUE
Schichor;Sihor;;TRUE;
Schiloh;Shiloh;;TRUE;TRUE
Schimei;Shimei;;TRUE;
Schimeon;Simeon;;TRUE;
Schineab;Shineab;;TRUE;TRUE
Schinear;Shinar;;TRUE;
Schiphrah;Shiphra;;;TRUE
Schisma;Schism;;TRUE;
Schittah;Shittah;;TRUE;
Schittim;Shittim;;TRUE;
Schoham;Onyx;;TRUE;
Schola;School;;TRUE;
Scholares;Scholars (see School);;;
Scholasticus;Scholastic;;TRUE;
Schuah;Shuah;;TRUE;TRUE
Schur;Shur;;TRUE;
Sciagraphia;Sketch;;;
Scibilis;Knowable;;;
Sciens;Knowing; - Skilful.;;
Scienter;Knowingly;;TRUE;
Scientia;Knowledge; M. 130.;;
Scientifice;Scientifically (see Know - scire);;;
Scientificus;Scientific (see Know- scire); A. 6004:2.;;
Scindere;Split, To;;;
Scintilla;Spark;;TRUE;
Scintillatio;Sparkling, A,;;;
Scipio;Staff;;TRUE;
Scire;Know;;TRUE;
Scirpus;Knot, A;;;
Sciscitare;Inquire; P.60. M.44. 56:2. T. 695:2.;;
Scissura;Rent, A;;;
Sclopeta;Gun; T. 84:2.;TRUE;
Sclopetarius;Gunner;;;
Scopae;Broom, A;;;
Scopulus;Rock, A;;;
Scopus;Target;;TRUE;
Scoria;Dross; T. 435:2.;TRUE;
Scorpio;Scorpion;;TRUE;
Scortari;Scortate;;TRUE;
Scortatio;Scortation;;TRUE;
Scortator;Scortator;;;
Scortatorius;Scortatory;;TRUE;
Scortum;Harlot; D. 6106:5. 6106:6. 6106:7.;;
Scotia;Scotland;;TRUE;
Scriba;Scribe; R. 484.;TRUE;
Scribere;Write;;TRUE;
Scrinium;Shrine; T. 1858.;TRUE;
Scriptio, Scriptum, Scriptura;Writing;;;
Scriptor;Writer;;TRUE;
Scriptura sacra, sancta;Holy Scripture; E. 635:3. Inv. 51.;TRUE;
Scriverus;Scriverus;;TRUE;TRUE
Scrobis;Ditch;;TRUE;
Scrotum;Scrotum;;TRUE;
Scrupulus;Scruple;;TRUE;
Scrupus;Gravel; C.J. 23e.;TRUE;
Scrutari;Search, To;;;
Scrutatio;Search, A;;;
Scrutator;Searcher;;TRUE;
Scrutinium;Scrutiny (see Search); M. 215.;;
Sculpere;Grave, To;;;
Sculptilis;Graven;;TRUE;
Sculptura;Graving;;TRUE;
Scutellum;Tray;;TRUE;TRUE
Scutica;Whip, A;;;
Scutiformis;Scutiform;;;
Scutum;Buckler;;TRUE;
Scylla;Scylla;;TRUE;
Scyphus;Cup;;TRUE;
Se;Self;;;
Seba;Seba;;TRUE;
Sebaceus;Tallow;;TRUE;
Sebaei;Sabeans;;;
Sebulon;Zebulon;;TRUE;
Secundus;Second; (favouring). T. 434e.;TRUE;
Secare;Cut, To;;;
Secedere;Turn aside;;TRUE;
Secernere;Separate, To; (to secrete). H.96:2.;;
Secessus;Privy, A;;;
Secludere;Shut off, To;;;
Seclusio;Shutting off, A;;TRUE;
Secretio;Secretion;;TRUE;
Secretorius;Secretory;;TRUE;
Secretus;Secret;;TRUE;
Secta;Sect;;TRUE;
Sectare;Follow;;;
Sectarius;Sectary;;TRUE;
Sectator;Follower;;TRUE;
Secundarius;Secondary;;TRUE;
Secundum;According to;;TRUE;
Secure;Securely;;TRUE;
Securis;Axe; E. 585:11.;TRUE;
Securitas;Security;;TRUE;
Securus;Secure;;TRUE;
Sedare;Appease;;TRUE;
Sedecim;Sixteen;;TRUE;
Sedere;Sit;;;
Sedes;Seat (see Sit);;;
Sedile;Seat, A; M. 3152.;;
Sedimentum;Sediment;;TRUE;
Seditio;Sedition;;;
Seditiosus;Seditious;;TRUE;
Seducere;Seduce;;TRUE;
Seductio;Seduction;;TRUE;
Seductor;Seducer;;TRUE;
Sedulitas;Assiduity; D. 5822.;TRUE;
Sedulus;Industrious (see Assiduity); A. 8933. D. 6044. 6066. J. (Post.) 130e. 224. 269. D. Love xii.;;
Seges;Corn;;TRUE;
Segmentum;Piece;;;
Seir;Seir;;TRUE;
Sejunctio;Disjunction;;TRUE;
Sejungere;Disjoin;;TRUE;TRUE
Selav;Quail;;TRUE;
Selemnites;Selenite;;;TRUE
Sella;Seat, A;;;
Sem;Shem;;;
Semel;Once;;;
Semen;Seed;;TRUE;
Sementis;Seedtime;;TRUE;
Semet;Self;;;
Semidiabolus;Half-devil;;TRUE;
Semihora;Half-an-hour;;TRUE;
Semimortuus;Half-dead;;TRUE;
Seminalis;Seminal (see Sow, To);;;
Seminare;Sow, To;;;
Seminarium;Seminary;;TRUE;
Seminatio;Semination (see Sow, To);;;
Semissis;Half, A; M.24. T. 798:6.;;
Semita;Path;;TRUE;
Senarius;Senary;;TRUE;
Senator;Senator;;TRUE;
Senatus;Senate;;TRUE;
Seneca;Seneca;;TRUE;
Senecta, Senectus;Old age; A. 10225. T. 443:2.;;
Senescere;Old, To grow;;;
Senex, Senilis;Old;;TRUE;
Senior;Elder;;TRUE;
Senium;Old age;;;
Sensa;Sentiments;;TRUE;
Sensatio;Sensation;;TRUE;
Sensibilis;Sensible;;TRUE;
Sensibilitas;Sensibility;;;
Sensitivus;Sensitive;;TRUE;
Sensorius;Sensory;;TRUE;
Sensualis;Sensuous;;TRUE;
Sensualitas;Sensuousness;;;
Sensualiter;Sensuously;;TRUE;
Sensus coelestis;Celestial sense; T. 299. 303. 307. 311.;TRUE;
Sensus communis;Common sense; A. 4726. 4754. 5556.;TRUE;
Sensus externus;External sense; A. 8912. 9360. E.294:10.;TRUE;
Sensus internus historicus;Internal historical sense;;TRUE;
Sensus internus;Internal sense;;TRUE;
Sensus intimus;Inmost sense;;;
Sensus literae, literalis;Sense of letter;;;
Sensus naturalis;Natural sense;;;
Sensus proximus;Proximate sense;;TRUE;
Sensus repraesentativus;Representative sense;;TRUE;
Sensus respectivus;Relative sense;;TRUE;
Sensus spiritualis;Spiritual sense;;;
Sensus supremus;Supreme sense;;TRUE;
Sensus;Sense (of words); (of the Word). (bodily).;;
Sententia;Sentence;;TRUE;
Sentina;Privy, A;;;
Sentire;Feel, Sensate; D. 3985.;;
Sentis, Senticetum;Brier; E.304:12. 504:22.;TRUE;
Seorsim;Themselves, By; H.51.;;
Separare;Separate, To;;;
Separatio;Separation;;TRUE;
Sepelire;Bury;;TRUE;
Sepes;Fence, Hedge;;;
Sephar;Sephar;;TRUE;
Seponere;Set apart, To;;;
Septem;Seven;;TRUE;
Septempliciter;Sevenfold;;;
Septenarius;Septenary (see Seven);;;
Septendecim;Seventeen;;TRUE;
Septentrio;North, The;;;
Septentrionalis;Northern;;TRUE;
Septimana;Week;;;
Septimus;Seventh;;TRUE;
Septuagies;Seventy times;;;
Septuaginta;Seventy;;TRUE;
Septum;Septum;;TRUE;
Septuplum;Sevenfold;;;
Sepulchrum;Grave (see Bury); D. 4740. D. Min. 4773. E. 513:6.;;
Sepultura;Burial;;;
Sequi;Follow;;;
Sequior;Worse;;;
Serach;Zarah;;TRUE;TRUE
Seraph;Seraph;;TRUE;
Serenare;Serene, To be; R. 962.;TRUE;
Serenitas;Serenity;;TRUE;
Serenus;Serene;;TRUE;
Serere;Sow, To;;;
Sericum;Silk;;TRUE;
Series;Series;;TRUE;
Serius;Serious; R. 294:4. T. 796:2.;TRUE;
Sermo, Sermocinatio;Conversation; A. 3886:2. D. 4731.;;
Sermocinare;Converse, To;;;
Serositas;Serosity (see Serum);;;
Serotinus;Late;;TRUE;
Serpens aquea;Water-serpent;;TRUE;
Serpens jaculus;Arrowsnake;;;
Serpens;Serpent;;TRUE;
Serpentinus;Serpentine;;TRUE;
Serrarius;Sawyer;;TRUE;
Serratio;Sawing, A;;;
Sertum;Garland;;TRUE;
Serug;Serug;;TRUE;
Serum;Serum;;TRUE;
Servare;Keep, Preserve; H. 81e. (keep).;TRUE;
Servator;Keeper, Preserver;;TRUE;
Servire;Serve;;TRUE;
Servitium;Service;;TRUE;
Servitus;Slavery (see Serve);;;
Servus;Servant;;;
Sessio;Sitting; T. 136:3.;;
Sevene;Seveneh;;;
Severe;Severely;;TRUE;
Severus;Stern;;;
Sex;Six;;TRUE;
Sexagesimus;Sixtieth;;TRUE;
Sexaginta;Sixty;;TRUE;
Sextus;Sixth;;TRUE;
Sexus;Sex;;TRUE;
Sibilare;Hiss, To;;;
Sibilaris;Sibilant (see Hiss);;;
Sibilatio;Hissing, A;;;
Sibilosus;Hissing;;;
Sibilus;Hiss, A;;;
Sibiria;Siberia;;TRUE;
Sibmah;Sibmah;;TRUE;
Sibyllinus;Sibylline;;TRUE;
Sica;Dagger;;;
Sicarius;Assassin;;TRUE;
Siccitas;Dryness, Drought;;;
Siccus;Dry;;TRUE;
Sicera;Strong drink;;;
Sichar;Sychar;;TRUE;
Sichem;Shechem;;;
Sicilia;Sicily;;TRUE;
Sicilianus;Sicilian;;TRUE;
Siclus;Shekel;;TRUE;
Sicut;As; T. 583.;TRUE;
Siddim;Siddim;;TRUE;
Sidon;Sidon;;;
Sidonius;Sidonian;;TRUE;
Sidus;Constellation; - Star.;TRUE;
Sigillum;Seal, A;;;
Signare;Seal, To; (to sign). T. 6850.;;
Signatura;Signature;;TRUE;
Signifer;(standard bearer); T. 681:2.;;
Significare;Signify;;TRUE;
Significatio;Signification;;TRUE;
Significativus;Significative;;TRUE;
Signum;Sign, A; A. 5855.;;
Silentium;Silence; T. 134:3.;TRUE;
Silere;Silent, To be;;TRUE;
Silex;Flint;;TRUE;
Siloah, Siloam;Siloam;;;
Silpa;Zilpah;;TRUE;TRUE
Simeon;Simeon;;;
Simia;Ape, An; J.(Post.) 130.;;
Simila, Similago;Fine flour;;;
Similaris;Similar; M. 10:8. T. 15. 447e.;TRUE;
Similis;Like, Similar;;TRUE;
Similiter;Like manner, In; H. 9. 50. 65. T. 393.;;
Similitudo;Likeness;;TRUE;
Simon Magus;Simon Magus;;;
Simon;Simon;;;
Simplex;Simple; R.926:3.;TRUE;
Simplicitas;Simplicity;;TRUE;
Simpliciter;Simply; T. 365:3.;TRUE;
Simri;Simri;;TRUE;TRUE
Simson;Samson;;TRUE;
Simul;Together (see Simultaneous);;;
Simulachrum;Image;;TRUE;
Simulare;Simulate;;TRUE;
Simulate;Dissemblingly (see Simulation); M.286.;;
Simulatio;Simulation;;TRUE;
Simulator;Dissembler (see Simulation);;;
Simulatorie;Pretendedly (see Simulation); M. 195e.;;
Simulatorius;Simulatory;;TRUE;
Simultanee;Simultaneously;;TRUE;
Simultaneus;Simultaneous; M.42e.;TRUE;
Simus;Flat;;;
Sin;Sin;;;
Sinai;Sinai;;TRUE;
Sinapis;Mustard;;TRUE;
Sincere;Sincerely;;TRUE;
Sinceritas;Sincerity;;TRUE;
Sincerus;Sincere;;TRUE;
Sinciput;Sinciput;;TRUE;
Sindon;Muslin;;TRUE;
Sinere;Suffer;;;
Singillatim;Singly;;TRUE;
Singularis;Singular;;TRUE;
Singulariter;Singularly; M. 198.;TRUE;
Singultare;Gasp, To;;;
Singulus;Single;;TRUE;
Sini;Sinites;;TRUE;
Sinister;Left;;TRUE;
Sinistra;Left hand;;TRUE;
Sinistre;Wrongly (see Left);;;
Sinistrorsum;Left, To the;;TRUE;
Sinus;Bosom;;TRUE;
Sion;Zion;;;
Sipho;Siphon;;TRUE;
Siphon pneumaticus;Air-pump;;;
Siren;Siren;;TRUE;
Sirenicus;Sirenic;;TRUE;
Siserar;Sisera;;TRUE;TRUE
Sistere;Present, To;;TRUE;
Siticulosus;Dry;;;
Sitiens;Thirsty;;TRUE;
Sitire;Thirst, To;;TRUE;
Sitis;Thirst;;TRUE;
Sitnah;Sitnah;;TRUE;
Situari;Situated, To be;;;TRUE
Situla, Situlus;Bucket;;TRUE;
Situs;Situation;;TRUE;
Sixtus;Sixtus;;;
Sloan;Sloan, Sir Hans;;;
Smalcaldicus; Smalkaldian;;;
Smaragdus;Emerald;;TRUE;
Smyrna;Smyrna;;;
Smyrnaei, Smyrnensis;Smyrnean;;TRUE;TRUE
Suggerere;Suggest; T. 478:3. (to supply). T. 491:2.;TRUE;
Sobrietas;Sobriety;;TRUE;
Socer;Father-in-law;;TRUE;
Socialis;Social;;TRUE;
Societas;Society;;TRUE;
Socinianismus;Socinianism;;TRUE;
Socinianus;Socinian;;TRUE;
Socinus;Socinus;;;
Socius;Companion;;;
Socors;Lazy;;TRUE;
Socrates;Socrates;;TRUE;
Socraticus;Socratic;;TRUE;
Socrus;Mother-in-law;;TRUE;
Sodalis;Companion; A. 9296:2. T. 455e.;TRUE;
Sodalitium;Companionship; M. 109.;TRUE;
Sodoma;Sodom;;TRUE;
Sodomia;Sodomy;;TRUE;
Sodomita;Sodomite;;TRUE;
Sol;Sun; T. 160.;TRUE;
Solaris;Solar; See also under Sun.;;
Solatium;Comfort; A. 2041:3.;TRUE;
Solennis;Customary; M. 295. 301. E.805:4.;;
Solers;Expert;;TRUE;
Solerter;Expertly;;;
Solertia;Expertness; - Skill.;TRUE;
Solicitatio;Solicitation;;TRUE;TRUE
Solicitudo;Solicitude;;TRUE;
Solicitus;Solicitous;;TRUE;
Solidus;Solid;;TRUE;
Solifidianus;Solifidian;;TRUE;TRUE
Solitarius;Solitary; T. 385:3.;TRUE;
Solitudo;Solitude; D. 3608.;TRUE;
Solium;Seat, A;;;
Sollers;Skilful; See also Solers.;;
Solomon;Solomon;;;
Solum;Ground, The; R. 875:5.;;
Solus;Alone; D. 1071. E. 832:3. 837. (only). T. 536:2.;TRUE;
Solutio;Loosing, A;;TRUE;
Solvere;Loose, To;;;
Somniare;Dream, To;;;
Somnium;Dream, A;;;
Somnolentia;Somnolence (see Sleep);;;
Somnus;Sleep;;TRUE;
Sonans;Noisy (see Sound);;;
Sonare;Sound, To;;TRUE;
Sonitus;Sound, A;;;
Sonore;Sonorously (see Sound);;;
Sonorus;Sonorous (see Sound); D. 1108e.;;
Sons;Guilt;;TRUE;
Sonticus;Weighty (see Guilt); E. 746:18.;;
Sonus;Sound, A;;;
Sophi;Sophi;;TRUE;
Sophisma;Sophism;;TRUE;
Sophisticus;Sophistical;;TRUE;
Sopire;Lull, To;;;
Sopitio;Lulling, A;;TRUE;
Sopor;Sleep;;TRUE;
Soporiferus;Soporiferous;;TRUE;TRUE
Sorbere;Sup, To;;;
Sordes;Dirt;;TRUE;
Sordescere;Dirty, To be;;;
Sordide;Sordidly (see Dirt);;;
Sordidus;Dirty;;;
